,vacancy_name,company_name,city,date,workplace_type,area,level,speciality,schedule,salary,python,sql,apache,java
46,Analytiker/Data Scientist till Analysavdelningen i Stockholm,Försäkringskassan,"Стокгольм, Лен Стокгольм, Швеция",1 неделю назад,Гибридный формат работы,Швеция,middle,data scientist,1,0,1,0,0,0
47,Senior data scientist,Ministerie van Justitie en Veiligheid,"Гаага, Южная Голландия, Голландия",2 дня назад,Работа в офисе,Голландия,senior,data scientist,1,0,1,0,0,0
48,DATA SCIENTIST/ DATA ANALYST,Harnham,Франция,4 недели назад,Работа в офисе,Франция,junior,unknown,1,0,1,1,0,0
49,Senior Risk Data Scientist,Trustly,"Лисбоа, Португалия",2 недели назад,Гибридный формат работы,Португалия,senior,data scientist,1,0,1,1,0,0
50,"Decision Scientist / Data Analyst, Payments",Vinted,"Вильнюс, Вильнюсский уезд, Литва",9 часов назад,Работа в офисе,Литва,middle,data scientist,1,0,1,1,0,0
51,Senior Data Scientist,Vivid Resourcing Ltd,"Роттердам, Южная Голландия, Голландия",3 дня назад,Гибридный формат работы,Голландия,senior,data scientist,1,0,1,0,0,0
52,Senior Risk Data Scientist,GSK,"Познань, Великопольское воеводство, Польша",1 месяц назад,Работа в офисе,Польша,senior,data scientist,1,0,0,0,0,0
53,Data Scientist /Data Engineer (w/m/d),Lünecom Kommunikationslösungen GmbH,"Люнебург, Нижняя Саксония, Германия",1 неделю назад,Гибридный формат работы,Германия,middle,data engineer,1,0,0,1,0,0
54,Risk Data Scientist,Sia Partners,Голладния,3 недели назад,Работа в офисе,Голладния,middle,data scientist,1,0,1,1,0,0
55,Analytiker/Data Scientist till Analysavdelningen i Stockholm,Försäkringskassan,Greater Stockholm Metropolitan Area,3 недели назад,Работа в офисе,Швеция,middle,data scientist,1,0,1,0,0,0
56,Data Scientist - Data Analyst,iTechScope,"Афины, Аттика, Греция",2 недели назад,Гибридный формат работы,Греция,middle,data scientist,1,0,1,0,0,0
57,Data Scientist Risk Management Analytics (w/m/d),EY,Германия,1 неделю назад,Работа в офисе,Германия,middle,data scientist,1,0,1,1,0,0
58,Data Scientist in Business Analytics,JPMorgan Chase & Co.,Польша,1 неделю назад,Гибридный формат работы,Польша,middle,data scientist,1,0,1,1,0,0
59,Data Scientist / Statistician,Capital Resourcing Group,"Гамбург, Германия",5 дней назад,Гибридный формат работы,Германия,junior,data scientist,1,0,1,1,0,0
60,Data Scientist - CommodityFX Analytics,McKinsey & Company,Испания,2 недели назад,Работа в офисе,Испания,senior,data scientist,1,0,1,0,0,0
61,CDI - Ingénieur Data Scientist H/F,NAVAL GROUP,"Тулон, Прованс-Альпы-Лазурный Берег, Франция",1 месяц назад,Работа в офисе,Франция,middle,data scientist,1,0,1,0,0,0
62,Data Scientist - Data Analyst,EY,"Афины, Аттика, Греция",2 недели назад,Работа в офисе,Греция,middle,data scientist,1,0,1,1,1,1
63,Data Scientist,Brunel,"Регенсбург, Бавария, Германия",4 недели назад,Работа в офисе,Германия,middle,data scientist,1,0,1,1,1,0
64,Analyst / Data Scientist (f/m/d),Uniper,"Лейпциг, Саксония, Германия",4 дня назад,Работа в офисе,Германия,middle,data scientist,1,0,1,1,0,0
65,Senior Expert Data Scientist (m/f/d),Vodafone,"Дрезден, Саксония, Германия",1 месяц назад,Работа в офисе,Германия,senior,data scientist,1,0,1,0,0,0
66,Data Scientist / Engineer im Bereich Splunk (m/w/d),BAUHAUS Deutschland,"Маннхейм, Баден-Вюртемберг, Германия",3 недели назад,Гибридный формат работы,Германия,middle,data engineer,1,0,1,0,0,0
67,Data Scientist/Analyst (m/w/d) Bereich Finance,VTG,"Гамбург, Гамбург, Германия",2 недели назад,Работа в офисе,Германия,middle,data scientist,1,0,0,1,0,0
68,Data Scientist Business Analytics (m/w/d),HOFER Österreich,"Заттледт, Верхняя Австрия, Австрия",2 недели назад,Гибридный формат работы,Австрия,middle,data scientist,1,0,1,1,0,0
69,Data Scientists/Data Analysts (m/w/d) im Bereich Unternehmensstammdaten,Deutsche Bundesbank,Германия,2 недели назад,Гибридный формат работы,Германия,middle,data scientist,1,0,1,1,0,0
70,Data scientist,Marchesini Group S.p.A.,"Пьяноро, Эмилия-Романья, Италия",1 месяц назад,Работа в офисе,Италия,middle,data scientist,1,0,1,1,0,0
71,Senior Data Scientist - Pricing analytics,HP,"Сан-Кугат-дель-Вальес, Каталония, Испания",1 неделю назад,Гибридный формат работы,Испания,senior,data scientist,1,0,1,0,0,0
72,Discover Trainee (m/w/d) Big Data / Data Science in Düsseldorf,Vodafone,"Дюссельдорф, Северный Рейн-Вестфалия, Германия",1 месяц назад,Работа в офисе,Германия,middle,data scientist,1,0,1,0,0,0
73,Data Scientist im Projektumfeld Defence & Security (gn),IABG,Германия,1 месяц назад,Работа в офисе,Германия,middle,data scientist,1,0,1,0,0,0
74,Data Scientist (m/w/d),,"Белефельд, Северный Рейн-Вестфалия, Германия",3 дня назад,Работа в офисе,Германия,middle,data scientist,1,0,0,1,0,0
75,Senior Data Scientist - Pricing analytics,HP,"Лас-Росас-де-Мадрид, Мадрид (Автономное область), Испания",1 неделю назад,Гибридный формат работы,Испания,senior,data scientist,1,0,1,0,0,0
76,Clinical Area Data Scientist,MSD Czech Republic,"Прага, Прага, Чехия",3 дня назад,Гибридный формат работы,Чехия,middle,data scientist,1,0,1,0,0,0
77,Senior Data Scientist - Quantitative Investment Strategy,RavenPack,Франция,1 день назад,Гибридный формат работы,Франция,senior,data scientist,1,0,1,1,0,0
78,Data Scientist/Engineer – Pharmaceutical CMC Digitalization (f/m/x),Takeda,"Вена, Вена, Австрия",1 неделю назад,Работа в офисе,Австрия,middle,data engineer,1,0,1,0,0,0
79,DATA SCIENTIST_NAPOLI(NA),Tempi Moderni - Agenzia per il lavoro,"Неаполь, Кампания, Италия",2 недели назад,Работа в офисе,Италия,middle,unknown,1,0,0,0,0,0
80,Senior Data Scientist - Team Marketing Intelligence,Flix,Польша,2 дня назад,Гибридный формат работы,Польша,senior,data scientist,1,0,1,0,0,0
81,Data scientist,Select HR,"Антверпен, Фландерс, Бельгия",1 месяц назад,Работа в офисе,Бельгия,junior,data scientist,1,0,1,0,0,0
82,Data Scientist,ManpowerGroup Talent Solutions,"Варезе, Ломбардия, Италия",1 месяц назад,Работа в офисе,Италия,middle,data scientist,1,0,1,0,0,0
83,Principal Data Scientist - Trip Foundations,Booking.com,Голладния,1 неделю назад,Гибридный формат работы,Голладния,senior,data scientist,1,0,1,1,0,0
84,Data Scientists/Engineers (Consultancy),Darwin Recruitment,"Стокгольм, Лен Стокгольм, Швеция",1 месяц назад,Работа в офисе,Швеция,middle,data engineer,1,0,1,1,0,0
85,(Senior) Data Scientist Analytics (m/w/d),REWE Group,"Кёльн, Северный Рейн-Вестфалия, Германия",1 месяц назад,Работа в офисе,Германия,junior,data scientist,1,0,1,1,1,0
86,Data Scientist & Analist (NL/EN),Belsimpel,"Гронинген, Гронинген, Голландия",1 неделю назад,Работа в офисе,Голландия,middle,data scientist,1,0,0,0,0,0
87,Senior Data Scientist - Pricing analytics,HP,"Бухарест, Бухарест, Румыния",1 неделю назад,Гибридный формат работы,Румыния,senior,data scientist,1,0,1,0,0,0
88,Principal Data Scientist,Harnham,Голладния,1 месяц назад,Работа в офисе,Голладния,middle,data scientist,1,0,1,0,0,0
89,Customer Analytics Data Scientist Senior Associate,PwC,"София, Sofia City, Болгария",3 недели назад,Гибридный формат работы,Болгария,senior,data scientist,1,0,1,0,0,0
90,Data Scientist / Machine Learning Engineer (m/w/d),Doka,"Амштеттен, Нижняя Австрия, Австрия",1 месяц назад,Работа в офисе,Австрия,middle,data engineer,1,0,1,1,0,1
91,"Data Scientist, Data Analyst",ION,"Пиза, Тоскана, Италия",2 месяца назад,Гибридный формат работы,Италия,middle,data scientist,1,0,1,0,0,0
92,Senior Data Scientist - Pricing analytics,HP,"София, Sofia City, Болгария",1 неделю назад,Гибридный формат работы,Болгария,senior,data scientist,1,0,1,0,0,0
93,Data Scientist (f/m/x),Tourlane,"Берлин, Германия",1 месяц назад,Работа в офисе,Германия,middle,data scientist,1,0,1,1,0,0
94,(Senior) Data Scientist (m/w/d) in Stuttgart,BearingPoint,"Штутгарт, Баден-Вюртемберг, Германия",1 неделю назад,Работа в офисе,Германия,senior,data scientist,1,0,1,1,0,1
95,Data Scientist (w/m/d),HUK-COBURG,"Кобург, Бавария, Германия",2 недели назад,Гибридный формат работы,Германия,middle,data scientist,1,0,1,1,0,0
96,Data Scientist - Insights (Growth),Preply.com,Франция,1 неделю назад,Удаленная работа,Франция,middle,data scientist,1,0,1,1,0,0
97,Werkstudent Data Scientist / Machine Learning Engineer (m/w/d),Steadforce,Германия,1 месяц назад,Работа в офисе,Германия,junior,data engineer,1,0,0,0,0,0
98,Stage Ingénieur Data Scientist H/F H/F,Ortec Group,Франция,2 дня назад,Работа в офисе,Франция,middle,data scientist,1,0,0,0,0,0
99,Data Scientist / Data Engineer,Stealth,Германия,1 неделю назад,Работа в офисе,Германия,middle,data engineer,1,0,0,0,0,0
